Region,Genotype,Period,Amplitude,Phase,RAE,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118,120,122,124,126,128,130,132,134,136,138,140,142,144,146,148,150,152,154,156,158,160,162,164,166,168,170,172,174,176
119,col,25.49,1087.00,10.45,0.23,,,,,,,,,,,,,67712.66244,67778.83634,68543.21659,68634.0933,68397.1028,67819.52933,67465.99209,66888.71341,66483.50472,66663.33377,66666.92873,67280.08935,68020.96689,68708.76373,69027.89504,69092.41098,68942.75701,68499.44352,67927.61744,67124.25562,67011.61979,66836.21857,66382.05529,67051.54754,67398.11992,67678.56669,68352.74171,69148.50785,68714.5965,68543.98693,68114.27728,67411.9749,66772.3912,67209.59377,66608.67072,66745.21545,67032.69111,67397.65606,67847.29101,69013.42001,69268.55867,68714.81479,68291.77998,67722.23526,67108.15433,66993.16776,66794.92712,66697.14675,66603.83005,68572.48497,67098.32526,67809.46966,68271.69423,67948.08486,70512.07072,67238.25658,67268.4529,67187.25983,66618.47599,66588.14213,67358.02773,66171.99028,66386.69922,67026.89405,67442.06098,68351.34347,68902.01532,68818.17019,68145.30823,67319.56011,66651.94331
325,col,25.74,747.60,11.54,0.23,,,,,,,,,,,,,66401.86258,67083.58349,67628.3592,68034.00415,66538.06802,66842.39775,66229.57997,66298.32012,66298.87179,65410.51925,66176.87154,66284.98675,66959.36257,67239.21479,67261.10866,67470.57092,66771.50653,67140.50767,66738.51567,66401.88697,65792.07422,65707.34735,66305.4761,66215.91753,66828.7428,67555.94789,67159.41033,67443.71783,67468.70311,67058.74967,66999.75515,66311.89492,66212.55615,65787.02727,66073.18833,66032.45612,66195.29908,66315.30311,67023.99675,67250.86483,67115.89543,68313.57709,67001.55567,66849.76371,66265.07437,66246.67254,66316.56221,66320.28658,65525.73879,65903.88703,66102.59123,66322.78469,66932.93467,66609.48099,67203.86323,67261.97402,66903.57127,66015.28429,66342.50822,65677.56291,65914.28456,65671.84823,65845.67527,66340.44605,66703.8721,67348.54462,67576.89173,67080.06141,67023.90803,66442.28235,65741.12886
167,col,25.81,1355.00,9.56,0.25,,,,,,,,,,,,,90814.41107,93081.37297,91843.77616,92091.54163,91944.13624,95198.66921,91451.31043,90339.99024,89892.16705,90547.3951,90119.14902,90127.36185,90455.70175,91659.54805,91782.91977,91753.38783,92734.21358,92998.29289,92108.30163,91414.08612,90693.38808,90228.7589,89860.66648,89441.5166,90661.30552,91603.71342,92267.09524,92868.71168,92068.58727,92299.81391,91970.22173,91597.52424,91242.56674,90387.87295,90331.22955,89989.98277,89467.86937,90268.99046,91688.63497,93004.67964,93049.23605,93079.79079,92484.75802,91699.45818,91728.32489,91081.61175,90744.25981,89998.01605,89923.33708,89777.42941,89566.86885,91405.42334,91490.99237,91901.83302,91479.16263,91887.15166,92114.89933,91993.2749,90848.10522,90301.99915,89757.53223,89287.01469,89325.05957,89509.31329,90522.28601,90558.10348,90381.80927,92472.46956,92218.2595,92425.28559,90787.71784
73,col,24.13,1853.00,7.49,0.27,,,,,,,,,,,,,112052.1487,111948.6942,112186.4,113246.3354,112307.3977,111841.4439,112423.3516,109911.8626,108644.436,110114.1379,110963.5936,109410.1154,112695.5367,111779.6429,112222.037,111550.6383,113210.0503,112876.0386,111516.7344,111321.3248,109801.3129,109745.9872,109222.3874,110402.3731,112785.2119,113731.3711,112871.6953,113139.7967,112071.1134,110963.416,110569.2098,110314.3971,109320.9013,109366.9073,110788.9225,111523.0105,112561.15,113166.4245,113114.5919,115993.1245,111863.7632,110913.999,110367.5017,109878.4076,109155.2773,109646.4883,110141.9574,111338.723,113370.2823,113088.8699,113758.7569,112997.1753,112264.8017,111727.0672,110883.5818,110274.1308,110011.7007,109486.2635,109062.2581,109776.2516,110948.1266,112569.187,113649.8505,114838.5268,114541.7216,113302.8763,112428.5352,110940.993,110561.9228,110090.4038,111071.3177
320,col,24.28,1224.00,9.20,0.28,,,,,,,,,,,,,89738.84694,89847.16781,90824.98852,91471.81879,90329.74086,91107.18573,90343.3138,88977.96355,88749.36223,88802.49656,89975.10071,92228.34895,91574.2267,91278.819,91240.49095,91283.31281,90755.76967,91204.62088,90239.70591,89657.6544,89285.16866,89384.68845,89879.14005,90716.59913,92046.26208,92042.51382,91719.21734,91950.552,90659.44438,90072.89629,89438.9955,89145.16577,88487.41027,88960.51068,89619.48464,91611.99896,90713.80899,91652.23132,91875.32196,90401.6362,90391.17567,90405.47956,89751.84651,89523.41018,88472.68901,88903.737,89524.77448,90606.94658,90446.66884,91643.7337,91961.39902,91306.05585,90792.17006,90407.36117,89387.19896,89183.15803,89013.20314,88738.3916,88986.62622,89155.77946,89896.96197,91345.38558,92117.68645,92252.41361,92138.93149,91619.43713,90178.88875,89715.22992,89192.91808,89874.47739,91279.15878
71,col,25.96,896.50,-12.71,0.31,,,,,,,,,,,,,98887.49469,97631.0499,98880.51625,98623.42261,99147.8873,98286.29573,98012.37259,96813.6056,96190.55692,97218.88781,97602.28935,97999.07147,98130.86844,98797.14733,98900.571,98387.19943,98478.17964,98627.56398,98638.53628,98016.235,97316.68075,97471.83059,96683.14388,97602.89544,98595.61513,99215.48466,99181.7305,99286.89955,98866.46907,98370.37582,97858.39704,97556.39916,97432.96159,97410.3074,97449.4142,97068.17754,97788.26565,98412.41865,99214.44077,99993.73116,99785.60916,99199.43517,98293.89017,98123.49258,97933.41288,97638.34688,97020.92857,97763.42457,97353.67953,97128.03695,97465.05456,98013.03088,98882.23844,98800.12862,98810.30757,97447.97091,97579.8357,97605.89819,97057.98146,96756.99373,97552.63335,97099.4145,96836.78725,97386.78951,97099.51183,98611.57007,98554.4165,99257.52577,98787.10939,97451.18278,97959.99234
116,col,26.21,506.80,12.46,0.31,,,,,,,,,,,,,66454.46148,66419.41124,67015.54744,66946.275,66617.04273,66359.56811,66448.23066,65787.57822,65733.58548,65876.25387,66061.81567,66302.81426,66046.44255,66645.13892,66400.23228,66522.03737,68113.18997,66407.21254,66258.14447,65893.66966,65676.19943,65955.44123,65929.69119,66359.06749,66337.67638,66154.2357,66217.18854,67062.38453,67303.15563,66626.30109,66311.35949,66829.55974,65981.58009,66232.54507,65901.65993,65871.49155,65794.79532,66307.57819,66406.50486,66847.95632,67260.80597,66803.24817,66861.70349,66689.53086,66430.53465,66067.62418,65855.35201,65798.53848,65739.95337,65806.23513,66756.33715,66353.07224,66480.087,66601.1429,66762.0388,66978.59368,66912.75988,66530.76765,66339.12901,66185.7798,65997.97538,65704.41434,65406.45202,66139.61896,66187.0899,65954.46636,66194.75412,66767.08368,66659.56068,66831.1852,65951.21951
113,col,25.84,630.80,9.82,0.32,,,,,,,,,,,,,70905.73093,70995.06751,71615.68769,71787.96099,71683.36384,71604.16066,71529.01022,70439.64288,70123.0603,70630.91141,70939.83212,69997.9001,70721.32145,71663.30226,71846.46482,71108.38278,71754.95944,71543.04388,71338.17855,70939.4533,70742.53523,70510.15306,70288.52559,70198.70978,71123.29161,71365.76318,71190.64063,71797.29336,71398.46962,71294.49984,71383.40685,72501.59372,71841.63846,70475.35989,70651.81093,70341.23909,70202.41133,70446.91638,71092.42042,71519.79319,71937.21251,71811.93936,71807.62084,71665.11372,70981.30289,70883.07704,70662.53608,70429.81164,70288.07118,70581.20886,70770.10042,71270.79153,71232.55695,71692.96194,72084.57955,71771.83199,71348.20487,71363.82055,70899.01213,70349.54714,70903.08807,70327.0574,70445.82338,70835.11087,70748.7639,70782.82789,70746.67446,70949.66416,70836.55549,72422.30178,70896.95736
326,col,25.88,766.90,10.15,0.33,,,,,,,,,,,,,65396.05014,66107.09286,66759.46202,66706.84631,65835.22532,66415.00936,65854.72766,65750.55174,64902.67606,65243.11387,65481.83361,65260.62219,67273.79512,65733.06089,65763.29013,66252.53237,67992.40596,65881.3317,65829.98021,65487.86018,65193.60468,65038.72292,65278.87071,65263.19349,65264.57596,65744.8069,65716.58434,66261.70671,66339.48077,68297.71529,65845.64608,65997.55793,65461.13065,65419.13056,65494.53337,65102.72083,65195.78708,64703.0187,65666.89827,65814.61998,66200.63767,66928.84793,66584.08719,66730.59739,66091.89367,66573.00857,65788.31006,65640.56802,65027.2251,65176.1986,65403.80168,65629.31938,66207.27126,66595.94575,66840.43886,66950.09757,66834.3598,66266.08302,66111.19715,65324.89935,65277.86488,64805.95417,65051.73268,65195.71434,65609.82229,66256.63503,66476.29866,66440.24492,66370.94818,66055.36704,64849.10031
